batch,avg_reward,valid_pct,kl_div,total_loss
0,2.8687705993652344,84.78872680664062,7.033234883380146e-09,3.0365192890167236
1,2.68697452545166,83.37874603271484,0.00139208126347512,3.1147658824920654
2,2.533406972885132,84.26812744140625,5.952467836323194e-05,3.181518316268921
3,3.0505900382995605,86.0689697265625,0.0006542877526953816,3.1845171451568604
4,2.6995625495910645,83.65384674072266,0.0007033457513898611,3.1704742908477783
5,2.8054425716400146,84.27586364746094,0.00025231431936845183,3.0850343704223633
6,2.467599868774414,82.24043273925781,0.0002731887507252395,3.1475327014923096
7,2.9824604988098145,85.77348327636719,0.000978398136794567,3.052445888519287
8,2.7793452739715576,83.51498413085938,0.0016035332810133696,3.0351083278656006
9,2.888873338699341,85.01361846923828,0.0017559733241796494,3.0075478553771973
10,2.539247989654541,83.21965026855469,0.000870055053383112,3.074986696243286
11,2.8608131408691406,85.20548248291016,0.0005112142534926534,3.0207979679107666
12,2.7689549922943115,84.37068176269531,0.0003747946466319263,2.9827499389648438
13,2.8831326961517334,84.03820037841797,0.0004528642166405916,3.043835401535034
14,3.119947671890259,86.94445037841797,0.0006296897190622985,2.9262890815734863
15,2.754864454269409,84.23236846923828,0.0009274500771425664,3.074833869934082
16,2.9259753227233887,85.26171112060547,0.0013881521299481392,2.9793179035186768
17,2.6575570106506348,83.76183319091797,0.0019969127606600523,3.163719415664673
18,2.8991384506225586,86.33879089355469,0.0027177867013961077,2.785184860229492
19,2.591106414794922,83.94062042236328,0.0030240267515182495,2.870164632797241
20,2.6932098865509033,82.56624603271484,0.002739946125075221,2.9040184020996094
21,2.6049091815948486,82.46575927734375,0.002397138625383377,2.9369921684265137
22,2.606015920639038,83.95061492919922,0.001983357360586524,2.7046847343444824
23,2.802135467529297,84.35374450683594,0.002220266265794635,3.035248041152954
24,2.5369668006896973,82.16735076904297,0.0026489985175430775,2.871203899383545
25,2.761021614074707,83.37950134277344,0.002832625759765506,2.9216244220733643
26,2.381587028503418,80.33012390136719,0.00358066288754344,3.000060796737671
27,2.598109483718872,82.6502685546875,0.003941691014915705,2.8512985706329346
28,2.4023702144622803,82.16735076904297,0.004129508510231972,3.0245468616485596
29,2.4856836795806885,83.4246597290039,0.003989330027252436,2.8730039596557617
